id,license_groups,chapter,chapter_name,question,option1,option2,option3,option4,answer_index,answer,is_critical,source_page,has_original_image
83,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Khi chuyển hướng, người lái xe, người điều khiển xe máy chuyên dùng phải làm gì để bảo đảm an toàn?","Phải nhường đường cho người đi bộ, xe thô sơ, xe đi ngược chiều và chỉ chuyển hướng khi không gây trở ngại hoặc nguy hiểm cho người, phương tiện khác.","Nhanh chóng chuyển hướng để không gây trở ngại hoặc nguy hiểm cho người, phương tiện khác.",Ra tín hiệu chuyển hướng để yêu cầu các phương tiện khác dừng lại cho xe chuyển hướng di chuyển.,,1,"Phải nhường đường cho người đi bộ, xe thô sơ, xe đi ngược chiều và chỉ chuyển hướng khi không gây trở ngại hoặc nguy hiểm cho người, phương tiện khác.",False,20,False
84,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Trước khi chuyển hướng, người điều khiển phương tiện tham gia giao thông đường bộ phải thực hiện như thế nào để bảo đảm an toàn?","Quan sát gương, nếu không có phương tiện gần hướng rẽ thì nhanh chóng chuyển hướng.","Quan sát, bảo đảm khoảng cách an toàn với xe phía sau, giảm tốc độ và có tín hiệu báo hướng rẽ hoặc có tín hiệu bằng tay theo hướng rẽ đối với xe thô sơ không có đèn báo hướng rẽ, chuyển dần sang làn gần nhất với hướng rẽ. Tín hiệu báo hướng rẽ hoặc tín hiệu bằng tay phải sử dụng liên tục trong quá trình chuyển hướng. Khi bảo đảm an toàn, không gây trở ngại cho người và phương tiện khác mới được chuyển hướng.","Quan sát gương, tăng tốc độ, ra tín hiệu và chuyển hướng.",,2,"Quan sát, bảo đảm khoảng cách an toàn với xe phía sau, giảm tốc độ và có tín hiệu báo hướng rẽ hoặc có tín hiệu bằng tay theo hướng rẽ đối với xe thô sơ không có đèn báo hướng rẽ, chuyển dần sang làn gần nhất với hướng rẽ. Tín hiệu báo hướng rẽ hoặc tín hiệu bằng tay phải sử dụng liên tục trong quá trình chuyển hướng. Khi bảo đảm an toàn, không gây trở ngại cho người và phương tiện khác mới được chuyển hướng.",False,21,False
85,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Khi lùi xe, người điều khiển phương tiện tham gia giao thông đường bộ phải làm gì để bảo đảm an toàn?",Quan sát phía sau và cho lùi xe ở tốc độ chậm.,"Có tín hiệu báo lùi, nếu phía sau không có người hoặc phương tiện khác thì nhanh chóng lùi để bảo đảm an toàn.","Phải quan sát hai bên và phía sau xe, có tín hiệu lùi và chỉ lùi xe khi bảo đảm an toàn.",,3,"Phải quan sát hai bên và phía sau xe, có tín hiệu lùi và chỉ lùi xe khi bảo đảm an toàn.",False,21,False
86,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Khi muốn lùi xe ở nơi có tầm nhìn bị che khuất, người lái xe phải xử lý như thế nào để đảm bảo an toàn?",Phải lùi thật chậm.,Bấm còi 3 lần liên tiếp trước khi lùi.,Không được lùi xe.,,3,Không được lùi xe.,False,21,False
87,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Trên đường không phân chia thành hai chiều xe chạy riêng biệt, người điều khiển phương tiện tham gia giao thông đường bộ phải tránh xe đi ngược chiều như thế nào để bảo đảm an toàn?",Giảm tốc độ và cho xe đi về bên phải theo chiều xe chạy của mình.,Một trong hai xe phải dừng lại cho xe kia đi qua mới được đi.,"Tăng tốc độ, cho xe đi về bên phải theo chiều xe chạy của mình để nhanh chóng vượt qua.",,1,Giảm tốc độ và cho xe đi về bên phải theo chiều xe chạy của mình.,False,21,False
88,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Khi tránh xe đi ngược chiều, các xe phải nhường đường như thế nào là đúng quy tắc giao thông?","Nơi đường hẹp chỉ đủ cho một xe chạy và có chỗ tránh xe thì xe nào ở gần chỗ tránh hơn phải vào vị trí tránh, nhường đường cho xe đi ngược chiều.",Xe xuống dốc phải nhường đường cho xe lên dốc.,Xe có chướng ngại vật phía trước phải nhường đường cho xe không có chướng ngại vật phía trước.,Cả ba ý trên.,4,Cả ba ý trên.,False,22,False
89,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Khi đang lái xe xuống dốc gặp một xe đang đi lên dốc, người lái xe phải làm gì?",Tiếp tục đi và phát tín hiệu cho xe lên dốc nhường đường cho xe bạn.,Nhường đường cho xe lên dốc.,Chỉ nhường đường khi xe lên dốc nháy đèn.,,2,Nhường đường cho xe lên dốc.,False,22,False
90,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,Người lái xe phải làm gì để bảo đảm an toàn khi lái xe trên đường cong có tầm nhìn bị hạn chế?,"Quan sát, giảm tốc độ hoặc dừng lại để bảo đảm an toàn.",Đi sang làn đường của xe ngược chiều để mở rộng tầm nhìn và vượt xe khác.,"Cho xe đi sát bên phải làn đường, bật tín hiệu báo hiệu để vượt bên phải xe khác.",,1,"Quan sát, giảm tốc độ hoặc dừng lại để bảo đảm an toàn.",False,22,False
91,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Tại nơi đường giao nhau, người lái xe đang đi trên đường không ưu tiên, đường nhánh phải nhường đường như thế nào là đúng quy tắc giao thông?",Nhường đường cho xe đi ở bên phải mình tới.,Nhường đường cho xe đi ở bên trái mình tới.,Nhường đường cho xe đi trên đường ưu tiên hoặc đường chính từ bất kỳ hướng nào tới.,,3,Nhường đường cho xe đi trên đường ưu tiên hoặc đường chính từ bất kỳ hướng nào tới.,False,22,False
92,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Tại nơi đường giao nhau có báo hiệu đi theo vòng xuyến, người lái xe phải nhường đường như thế nào là đúng quy tắc giao thông?",Nhường đường cho xe đi đến từ bên phải.,Nhường đường cho xe đi đến từ bên trái.,Không phải nhường đường.,,2,Nhường đường cho xe đi đến từ bên trái.,False,22,False
93,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Tại nơi đường giao nhau không có báo hiệu đi theo vòng xuyến, người điều khiển phương tiện phải nhường đường như thế nào là đúng quy tắc giao thông?",Phải nhường đường cho xe đi đến từ bên phải.,"Xe báo hiệu xin đường trước, xe đó được đi trước.",Phải nhường đường cho xe đi đến từ bên trái.,,1,Phải nhường đường cho xe đi đến từ bên phải.,False,22,False
94,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Người lái xe phải nhanh chóng giảm tốc độ, đi sát lề đường bên phải hoặc dừng lại để nhường đường cho các loại xe nào dưới đây?","Xe chữa cháy của Cảnh sát phòng cháy, chữa cháy và cứu nạn, cứu hộ và xe chữa cháy của các lực lượng khác; xe của lực lượng quân sự, công an và kiểm sát; đoàn xe có xe Cảnh sát giao thông dẫn đường; xe cứu thương; xe hộ đê không có tín hiệu ưu tiên theo quy định.","Xe ưu tiên gồm xe chữa cháy của Cảnh sát phòng cháy, chữa cháy và cứu nạn, cứu hộ và xe chữa cháy của các lực lượng khác được huy động đi làm nhiệm vụ chữa cháy; xe của lực lượng quân sự, công an và kiểm sát đi làm nhiệm vụ khẩn cấp; đoàn xe có xe Cảnh sát giao thông dẫn đường; xe cứu thương đi làm nhiệm vụ cấp cứu; xe hộ đê đi làm nhiệm vụ; xe đi làm nhiệm vụ cứu nạn, cứu hộ, khắc phục sự cố thiên tai, dịch bệnh hoặc xe đi làm nhiệm vụ trong tình trạng khẩn cấp theo quy định của pháp luật; đoàn xe tang.","Xe ô tô, xe máy, đoàn xe đang diễu hành có tổ chức có báo tín hiệu xin vượt bằng còi và đèn.",,2,"Xe ưu tiên gồm xe chữa cháy của Cảnh sát phòng cháy, chữa cháy và cứu nạn, cứu hộ và xe chữa cháy của các lực lượng khác được huy động đi làm nhiệm vụ chữa cháy; xe của lực lượng quân sự, công an và kiểm sát đi làm nhiệm vụ khẩn cấp; đoàn xe có xe Cảnh sát giao thông dẫn đường; xe cứu thương đi làm nhiệm vụ cấp cứu; xe hộ đê đi làm nhiệm vụ; xe đi làm nhiệm vụ cứu nạn, cứu hộ, khắc phục sự cố thiên tai, dịch bệnh hoặc xe đi làm nhiệm vụ trong tình trạng khẩn cấp theo quy định của pháp luật; đoàn xe tang.",False,23,True
95,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,Xe ưu tiên (trừ đoàn xe tang) tham gia giao thông đường bộ khi đi làm nhiệm vụ được quyền ưu tiên nào dưới đây?,Không bị hạn chế tốc độ.,"Được phép đi không phụ thuộc vào tín hiệu đèn giao thông, đi vào đường ngược chiều, các đường khác có thể đi được.",Được đi ngược chiều trên làn dừng xe khẩn cấp trên đường cao tốc.,Cả ba ý trên.,4,Cả ba ý trên.,False,23,False
96,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Khi có tín hiệu của xe ưu tiên, người và phương tiện tham gia giao thông đường bộ phải tuân thủ quy định nào dưới đây?","Giảm tốc độ, đi sát lề đường bên phải hoặc dừng lại để nhường đường.",Tăng tốc độ và đi sát lề đường bên phải để nhường đường.,"Giảm tốc độ, đi sát lề đường bên trái để nhường đường.",,1,"Giảm tốc độ, đi sát lề đường bên phải hoặc dừng lại để nhường đường.",False,23,False
97,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Khi đang lái xe, phía trước có một xe Cảnh sát giao thông không phát tín hiệu ưu tiên, người lái xe có được phép vượt hay không?",Không được vượt.,Được phép vượt ở phần đường dành cho người đi bộ qua đường.,Được vượt khi bảo đảm an toàn.,,3,Được vượt khi bảo đảm an toàn.,False,23,False
98,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Khi đang lái xe, phía trước có một xe cứu thương đang phát tín hiệu ưu tiên, người lái xe có được phép vượt hay không?",Không được vượt.,Được vượt khi đang đi trên cầu.,Được phép vượt khi đi qua nơi giao nhau có ít phương tiện cùng tham gia giao thông.,Được vượt khi bảo đảm an toàn.,1,Không được vượt.,False,23,False
99,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Khi tới đường ngang không có người gác, chắn đường bộ, chuông, đèn tín hiệu, người tham gia giao thông đường bộ phải làm gì để bảo đảm an toàn?","Dừng lại về bên phải đường của mình, trước vạch dừng xe và quan sát hai phía, khi không có phương tiện giao thông đường sắt tới mới được đi qua.","Quan sát hai phía, khi không có phương tiện giao thông đường sắt tới thì nhanh chóng đi qua.","Dừng lại khoảng cách tối thiểu 3 mét tính từ ray đường sắt gần nhất, khi không có phương tiện giao thông đường sắt tới thì nhanh chóng đi qua.",,1,"Dừng lại về bên phải đường của mình, trước vạch dừng xe và quan sát hai phía, khi không có phương tiện giao thông đường sắt tới mới được đi qua.",False,24,False
100,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Tại đường ngang, cầu chung đường sắt, khi có hiệu lệnh của nhân viên gác chắn, đèn đỏ sáng nhấp nháy, chuông kêu, chắn đường bộ đang dịch chuyển hoặc đã đóng, người tham gia giao thông đường bộ phải làm gì để bảo đảm an toàn?","Dừng lại về bên trái đường của mình, trước vạch dừng xe.","Dừng lại giữa đường của mình, trước vạch dừng xe.","Dừng lại về bên phải đường của mình, trước vạch dừng xe.",,3,"Dừng lại về bên phải đường của mình, trước vạch dừng xe.",False,24,False
101,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Khi xe ô tô bị hư hỏng, bị tai nạn trên đường ngang, cầu chung đường sắt mà không thể di chuyển ngay khỏi phạm vi an toàn đường sắt, người lái xe và người có mặt xử lý như thế nào là đúng quy định?","Người lái xe và người có mặt phải ngay lập tức báo hiệu để dừng tàu, thực hiện các biện pháp bảo đảm an toàn.","Để xe lại, tìm cách báo cho người quản lý đường sắt, nhà ga nơi gần nhất.","Không di chuyển phương tiện, tự khắc phục sửa chữa.",,1,"Người lái xe và người có mặt phải ngay lập tức báo hiệu để dừng tàu, thực hiện các biện pháp bảo đảm an toàn.",False,24,False
102,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Người tham gia giao thông đường bộ phải dừng lại về bên phải đường của mình trước vạch dừng xe tại đường ngang, cầu chung đường sắt khi có báo hiệu nào dưới đây?",Hiệu lệnh của nhân viên gác chắn.,"Đèn đỏ sáng nhấp nháy, chuông kêu.",Chắn đường bộ đang dịch chuyển hoặc đã đóng.,Cả ba ý trên.,4,Cả ba ý trên.,False,24,False
103,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,Người điều khiển phương tiện tham gia giao thông trong hầm đường bộ ngoài việc phải tuân thủ các quy tắc giao thông còn phải thực hiện những quy định nào dưới đây?,"Xe cơ giới, xe máy chuyên dùng phải bật đèn chiếu gần; xe thô sơ phải bật đèn hoặc có vật phát sáng báo hiệu; không dừng xe, đỗ xe trong hầm đường bộ; trường hợp gặp sự cố kỹ thuật hoặc bất khả kháng khác buộc phải dừng xe, đỗ xe, người lái xe, người điều khiển xe máy chuyên dùng phải đưa xe vào vị trí dừng xe, đỗ xe khẩn cấp, nếu không di chuyển được, phải có báo hiệu bằng đèn khẩn cấp và đặt biển hoặc đèn cảnh báo về phía sau xe khoảng cách bảo đảm an toàn.","Xe cơ giới, xe máy chuyên dùng phải bật đèn chiếu xa; được dừng xe, đỗ xe khi cần thiết.","Phải cho xe chạy trên một làn đường và chỉ chuyển làn ở nơi được phép; được quay đầu xe, lùi xe khi cần thiết.",,1,"Xe cơ giới, xe máy chuyên dùng phải bật đèn chiếu gần; xe thô sơ phải bật đèn hoặc có vật phát sáng báo hiệu; không dừng xe, đỗ xe trong hầm đường bộ; trường hợp gặp sự cố kỹ thuật hoặc bất khả kháng khác buộc phải dừng xe, đỗ xe, người lái xe, người điều khiển xe máy chuyên dùng phải đưa xe vào vị trí dừng xe, đỗ xe khẩn cấp, nếu không di chuyển được, phải có báo hiệu bằng đèn khẩn cấp và đặt biển hoặc đèn cảnh báo về phía sau xe khoảng cách bảo đảm an toàn.",False,24,False
104,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,Việc nối giữa xe kéo với xe được kéo trong trường hợp hệ thống hãm của xe được kéo không còn hiệu lực thì xe kéo nhau phải nối bằng cách nào?,Nối bằng dây cáp có độ dài 6 mét.,Nối bằng dây cáp có độ dài 8 mét.,Nối bằng thanh nối cứng.,,3,Nối bằng thanh nối cứng.,False,25,False
105,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Xe kéo rơ moóc, xe ô tô đầu kéo khi tham gia giao thông đường bộ phải tuân thủ quy tắc giao thông nào ghi ở dưới đây?","Chỉ được kéo rơ moóc, sơ mi rơ moóc phù hợp với thiết kế của xe; việc kết nối xe kéo với rơ moóc, xe ô tô đầu kéo với sơ mi rơ moóc phải bảo đảm chắc chắn, an toàn.",Phải có tổng trọng lượng tương đương tổng trọng lượng của rơ moóc hoặc phải có hệ thống hãm có hiệu lực cho rơ moóc.,Phải được lắp phanh phụ theo quy định để đảm bảo an toàn.,,1,"Chỉ được kéo rơ moóc, sơ mi rơ moóc phù hợp với thiết kế của xe; việc kết nối xe kéo với rơ moóc, xe ô tô đầu kéo với sơ mi rơ moóc phải bảo đảm chắc chắn, an toàn.",False,25,False
106,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Luật Trật tự, an toàn giao thông đường bộ quy định về xe kéo xe, xe kéo rơ moóc và xe ô tô đầu kéo kéo sơ mi rơ moóc như thế nào dưới đây?","Một xe ô tô được kéo theo nhiều xe ô tô hoặc xe máy chuyên dùng khác khi xe được kéo không tự chạy được (trừ trường hợp xe vận chuyển hàng siêu trường, siêu trọng).","Xe được kéo phải có người điều khiển và hệ thống lái của xe đó phải còn hiệu lực; việc nối xe kéo với xe được kéo phải bảo đảm chắc chắn, an toàn; trường hợp hệ thống hãm của xe được kéo không còn hiệu lực thì xe kéo nhau phải nối bằng thanh nối cứng. Phía trước của xe kéo và phía sau của xe được kéo phải có biển báo hiệu, có đèn cảnh báo nhấp nháy màu vàng.",Cả hai ý trên.,,2,"Xe được kéo phải có người điều khiển và hệ thống lái của xe đó phải còn hiệu lực; việc nối xe kéo với xe được kéo phải bảo đảm chắc chắn, an toàn; trường hợp hệ thống hãm của xe được kéo không còn hiệu lực thì xe kéo nhau phải nối bằng thanh nối cứng. Phía trước của xe kéo và phía sau của xe được kéo phải có biển báo hiệu, có đèn cảnh báo nhấp nháy màu vàng.",False,25,False
107,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Người điều khiển phương tiện tham gia giao thông đường bộ phải quan sát, giảm tốc độ hoặc dừng lại để bảo đảm an toàn trong các trường hợp nào dưới đây?",Có báo hiệu cảnh báo nguy hiểm hoặc có chướng ngại vật trên đường; chuyển hướng xe chạy hoặc tầm nhìn bị hạn chế.,"Nơi cầu, cống hẹp, đập tràn, đường ngầm, hầm chui, hầm đường bộ; có vật nuôi đi trên đường hoặc chăn thả ở ven đường.","Điểm dừng xe, đỗ xe trên đường bộ có khách đang lên, xuống xe.",Cả ba ý trên.,4,Cả ba ý trên.,False,25,False
108,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Trên đường mà mỗi chiều đường xe chạy chỉ có một làn đường dành cho xe cơ giới, người lái xe không được vượt xe khác trong trường hợp nào dưới đây?","Có chướng ngại vật phía trước, xe chạy phía trước có tín hiệu vượt xe khác.",Xe chạy phía trước đã có tín hiệu rẽ phải và tránh về bên phải.,Cả hai ý trên.,,1,"Có chướng ngại vật phía trước, xe chạy phía trước có tín hiệu vượt xe khác.",False,26,False
109,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,Người lái xe được phép vượt xe khác về bên phải trong trường hợp nào dưới đây?,Xe phía trước có tín hiệu rẽ trái hoặc đang rẽ trái hoặc khi xe chuyên dùng đang làm việc trên đường mà không thể vượt bên trái.,Xe phía trước đang đi sát lề đường bên trái.,Cả hai ý trên.,,1,Xe phía trước có tín hiệu rẽ trái hoặc đang rẽ trái hoặc khi xe chuyên dùng đang làm việc trên đường mà không thể vượt bên trái.,False,26,False
110,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Khi có xe xin vượt, người lái xe mô tô xử lý như thế nào nếu đủ điều kiện an toàn cho xe phía sau vượt?","Giảm tốc độ, có tín hiệu rẽ phải để báo hiệu cho người điều khiển phương tiện tham gia giao thông đường bộ phía sau biết được vượt và đi sát về bên phải của phần đường xe chạy cho đến khi xe sau đã vượt qua, không được cản trở đối với xe xin vượt.","Lái xe vào lề đường bên trái và giảm tốc độ để xe phía sau vượt qua, không được gây trở ngại đối với xe xin vượt.","Tăng tốc độ, đi sát về bên phải của phần đường xe chạy cho đến khi xe sau đã vượt qua.",,1,"Giảm tốc độ, có tín hiệu rẽ phải để báo hiệu cho người điều khiển phương tiện tham gia giao thông đường bộ phía sau biết được vượt và đi sát về bên phải của phần đường xe chạy cho đến khi xe sau đã vượt qua, không được cản trở đối với xe xin vượt.",False,26,False
111,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Những trường hợp nào dưới đây không được đi trên đường cao tốc, trừ người, phương tiện giao thông đường bộ và thiết bị phục vụ việc quản lý, bảo trì đường cao tốc?","Xe máy chuyên dùng có tốc độ thiết kế nhỏ hơn tốc độ tối thiểu quy định đối với đường cao tốc, xe chở người bốn bánh có gắn động cơ, xe chở hàng bốn bánh có gắn động cơ, xe mô tô, xe gắn máy, các loại xe tương tự xe mô tô, xe gắn máy, xe thô sơ, người đi bộ.",Xe máy chuyên dùng có tốc độ thiết kế lớn hơn tốc độ tối thiểu quy định đối với đường cao tốc.,Xe ô tô và xe máy chuyên dùng có tốc độ thiết kế lớn hơn 80 km/h.,,1,"Xe máy chuyên dùng có tốc độ thiết kế nhỏ hơn tốc độ tối thiểu quy định đối với đường cao tốc, xe chở người bốn bánh có gắn động cơ, xe chở hàng bốn bánh có gắn động cơ, xe mô tô, xe gắn máy, các loại xe tương tự xe mô tô, xe gắn máy, xe thô sơ, người đi bộ.",False,26,False
112,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Khi tham gia giao thông trên đường cao tốc, xe ưu tiên đi làm nhiệm vụ khẩn cấp được đi ngược chiều trong trường hợp nào dưới đây?",Được đi ngược chiều bất cứ làn đường nào của đường cao tốc có thể đi được.,Chỉ được đi ngược chiều trên làn dừng xe khẩn cấp.,Chỉ được đi ngược chiều trên làn đường sát dải phân cách của đường cao tốc.,,2,Chỉ được đi ngược chiều trên làn dừng xe khẩn cấp.,False,27,False
113,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Khi tham gia giao thông trên đường cao tốc, người lái xe không được thực hiện hành vi nào sau đây?","Dừng, đỗ xe trên phần đường xe chạy, trừ trường hợp xe không thể di chuyển được vào làn đường khẩn cấp.","Lùi xe, quay đầu xe.",Cả hai ý trên.,,3,Cả hai ý trên.,False,27,False
114,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Khi xe gặp sự cố kỹ thuật trên đường cao tốc, bạn phải xử lý như thế nào để bảo đảm an toàn giao thông?","Bật đèn tín hiệu khẩn cấp, dừng xe ngay lập tức và đặt biển báo hiệu nguy hiểm để cảnh báo cho các xe khác.","Bật tín hiệu khẩn cấp, lập tức đưa xe vào làn đường xe chạy bên phải trong cùng, đặt biển báo hiệu nguy hiểm để cảnh báo cho các xe khác.","Dừng xe, đỗ xe ở làn dừng khẩn cấp cùng chiều xe chạy và phải có báo hiệu bằng đèn khẩn cấp; trường hợp xe không thể di chuyển được vào làn dừng khẩn cấp, phải có báo hiệu bằng đèn khẩn cấp và đặt biển hoặc đèn cảnh báo về phía sau xe khoảng cách tối thiểu 150 mét, nhanh chóng báo cho cơ quan Cảnh sát giao thông thực hiện nhiệm vụ bảo đảm trật tự, an toàn giao thông trên tuyến hoặc cơ quan quản lý đường cao tốc.",,3,"Dừng xe, đỗ xe ở làn dừng khẩn cấp cùng chiều xe chạy và phải có báo hiệu bằng đèn khẩn cấp; trường hợp xe không thể di chuyển được vào làn dừng khẩn cấp, phải có báo hiệu bằng đèn khẩn cấp và đặt biển hoặc đèn cảnh báo về phía sau xe khoảng cách tối thiểu 150 mét, nhanh chóng báo cho cơ quan Cảnh sát giao thông thực hiện nhiệm vụ bảo đảm trật tự, an toàn giao thông trên tuyến hoặc cơ quan quản lý đường cao tốc.",False,27,False
115,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Trên đường cao tốc, người lái xe xử lý như thế nào khi đã vượt quá lối ra của đường định rẽ?","Quay đầu xe, chạy trên lề đường có lối ra và rẽ khỏi đường cao tốc.",Lùi xe trên lề đường có lối ra và rẽ khỏi đường cao tốc.,Tiếp tục lái xe và rẽ ở lối ra tiếp theo.,,3,Tiếp tục lái xe và rẽ ở lối ra tiếp theo.,False,27,False
116,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Khi xảy ra ùn tắc trên đường cao tốc có làn dừng xe khẩn cấp, người lái xe có được cho xe chạy ở làn dừng xe khẩn cấp để nhanh chóng thoát khỏi khu vực ùn tắc không (trừ xe ưu tiên)?",Có.,Không.,,,2,Không.,False,27,False
117,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Khi chuẩn bị nhập vào làn đường của đường cao tốc, người lái xe, người điều khiển xe máy chuyên dùng phải thực hiện như thế nào là đúng quy tắc giao thông?",Có tín hiệu xin vào và phải nhường đường cho xe đang chạy trên đường.,Quan sát xe phía sau bảo đảm khoảng cách an toàn mới cho xe nhập vào làn đường sát bên phải.,Nếu có làn đường tăng tốc thì phải cho xe chạy trên làn đường đó trước khi nhập vào làn đường của đường cao tốc.,Cả ba ý trên.,4,Cả ba ý trên.,False,27,False
118,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Theo quy định về độ tuổi, người đủ bao nhiêu tuổi trở lên thì được cấp giấy phép lái xe ô tô tải và ô tô chuyên dùng có khối lượng toàn bộ theo thiết kế trên 3.500 kg đến 7.500 kg; các loại xe ô tô tải quy định cho giấy phép lái xe hạng C1 kéo rơ moóc có khối lượng toàn bộ theo thiết kế đến 750 kg?",18 tuổi.,17 tuổi.,16 tuổi.,,1,18 tuổi.,False,28,False
119,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Theo quy định về độ tuổi, người đủ bao nhiêu tuổi trở lên thì được cấp giấy phép lái xe mô tô hai bánh có dung tích xi lanh đến 125 cm3 và xe ô tô chở người đến 8 chỗ (không kể chỗ của người lái xe); xe ô tô tải và ô tô chuyên dùng có khối lượng toàn bộ theo thiết kế đến 3.500 kg?",16 tuổi.,17 tuổi,18 tuổi.,,3,18 tuổi.,False,28,False
120,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Theo quy định về độ tuổi, người lái xe ô tô chở người (kể cả xe buýt) trên 29 chỗ (không kể chỗ của người lái xe); xe ô tô chở người giường nằm; các loại xe ô tô chở người quy định cho giấy phép lái xe hạng D kéo rơ moóc có khối lượng toàn bộ theo thiết kế đến 750 kg phải đủ bao nhiêu tuổi trở lên?",23 tuổi.,24 tuổi.,27 tuổi.,30 tuổi.,3,27 tuổi.,False,28,False
121,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Tuổi tối đa của người lái xe ô tô chở người (kể cả xe buýt) trên 29 chỗ (không kể chỗ của người lái xe), xe ô tô chở người giường nằm là bao nhiêu tuổi?",Đủ 55 tuổi đối với nam và đủ 50 tuổi đối với nữ.,Đủ 55 tuổi đối với nam và nữ.,Đủ 57 tuổi đối với nam và đủ 55 tuổi đối với nữ.,,3,Đủ 57 tuổi đối với nam và đủ 55 tuổi đối với nữ.,False,28,False
122,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Theo quy định về độ tuổi, người lái xe ô tô chở người (kể cả xe buýt) trên 16 chỗ (không kể chỗ của người lái xe) đến 29 chỗ (không kể chỗ của người lái xe); các loại xe ô tô chở người quy định cho giấy phép lái xe hạng D2 kéo rơ moóc có khối lượng toàn bộ theo thiết kế đến 750 kg phải đủ bao nhiêu tuổi trở lên?",23 tuổi.,24 tuổi.,22 tuổi.,,2,24 tuổi.,False,29,False
123,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,Người đủ 16 tuổi đến dưới 18 tuổi chỉ được điều khiển các loại xe nào dưới đây?,Xe mô tô hai bánh có dung tích xi-lanh đến 125 cm3.,Xe gắn máy.,Xe ô tô chở người đến 08 chỗ (không kể chỗ của người lái xe); xe ô tô tải và ô tô chuyên dùng có khối lượng toàn bộ theo thiết kế đến 3.500 kg; các loại xe ô tô quy định cho giấy phép lái xe hạng B kéo rơ moóc có khối lượng toàn bộ theo thiết kế đến 750 kg.,Cả ba ý trên.,2,Xe gắn máy.,False,29,True
